학원번호,X,Y,상담유형,방문시간
13,126.9473086,37.5535666,신체적 정신적 건강,19
7,126.936161,37.55453562,외모,22
11,126.9268837,37.5546018,대인관계,22
13,126.9473086,37.5535666,대인관계,19
5,126.9030374,37.55839451,외모,17
9,126.9315773,37.54716014,외모,21
11,126.9268837,37.5546018,신체적 정신적 건강,22
13,126.9473086,37.5535666,진로 및 적성,19
4,126.9061061,37.56929705,외모,23
15,126.9580154,37.55327854,가정환경,18
15,126.9580154,37.55327854,성적,18
13,126.9473086,37.5535666,신체적 정신적 건강,17
8,126.9530815,37.54711001,가정환경,16
15,126.9580154,37.55327854,신체적 정신적 건강,20
13,126.9473086,37.5535666,성적,23
4,126.9061061,37.56929705,경제적 어려움,21
11,126.9268837,37.5546018,진로 및 적성,23
5,126.9030374,37.55839451,신체적 정신적 건강,21
12,126.9202243,37.55854111,진로 및 적성,18
11,126.9268837,37.5546018,외모,19
6,126.9394258,37.54670824,진로 및 적성,20
8,126.9530815,37.54711001,대인관계,20
5,126.9030374,37.55839451,대인관계,22
8,126.9530815,37.54711001,경제적 어려움,19
15,126.9580154,37.55327854,가정환경,19
13,126.9473086,37.5535666,경제적 어려움,16
11,126.9268837,37.5546018,진로 및 적성,20
2,126.8930697,37.57630816,진로 및 적성,17
15,126.9580154,37.55327854,경제적 어려움,20
16,126.9187402,37.55054485,외모,16
7,126.936161,37.55453562,대인관계,16
12,126.9202243,37.55854111,신체적 정신적 건강,20
3,126.9442751,37.54461185,성적,19
14,126.9498621,37.53887854,신체적 정신적 건강,16
5,126.9030374,37.55839451,성적,16
10,126.9111576,37.5553472,경제적 어려움,16
6,126.9394258,37.54670824,외모,18
9,126.9315773,37.54716014,대인관계,18
16,126.9187402,37.55054485,외모,21
11,126.9268837,37.5546018,외모,19
10,126.9111576,37.5553472,성적,18
6,126.9394258,37.54670824,가정환경,22
9,126.9315773,37.54716014,경제적 어려움,19
2,126.8930697,37.57630816,대인관계,18
2,126.8930697,37.57630816,대인관계,21
8,126.9530815,37.54711001,진로 및 적성,23
7,126.936161,37.55453562,신체적 정신적 건강,17
7,126.936161,37.55453562,가정환경,23
3,126.9442751,37.54461185,외모,20
16,126.9187402,37.55054485,신체적 정신적 건강,18
15,126.9580154,37.55327854,진로 및 적성,22
1,126.8813867,37.58184281,진로 및 적성,22
10,126.9111576,37.5553472,경제적 어려움,17
14,126.9498621,37.53887854,진로 및 적성,18
3,126.9442751,37.54461185,진로 및 적성,20
4,126.9061061,37.56929705,신체적 정신적 건강,17
14,126.9498621,37.53887854,경제적 어려움,23
4,126.9061061,37.56929705,가정환경,17
11,126.9268837,37.5546018,성적,19
9,126.9315773,37.54716014,진로 및 적성,19
1,126.8813867,37.58184281,성적,22
10,126.9111576,37.5553472,진로 및 적성,20
8,126.9530815,37.54711001,대인관계,22
3,126.9442751,37.54461185,외모,18
11,126.9268837,37.5546018,가정환경,23
1,126.8813867,37.58184281,가정환경,20
15,126.9580154,37.55327854,가정환경,16
2,126.8930697,37.57630816,진로 및 적성,16
2,126.8930697,37.57630816,가정환경,20
14,126.9498621,37.53887854,진로 및 적성,21
2,126.8930697,37.57630816,신체적 정신적 건강,19
13,126.9473086,37.5535666,진로 및 적성,20
1,126.8813867,37.58184281,성적,22
13,126.9473086,37.5535666,가정환경,18
6,126.9394258,37.54670824,가정환경,21
7,126.936161,37.55453562,신체적 정신적 건강,21
11,126.9268837,37.5546018,성적,19
5,126.9030374,37.55839451,성적,21
9,126.9315773,37.54716014,경제적 어려움,17
6,126.9394258,37.54670824,신체적 정신적 건강,17
16,126.9187402,37.55054485,성적,18
8,126.9530815,37.54711001,신체적 정신적 건강,17
6,126.9394258,37.54670824,가정환경,21
12,126.9202243,37.55854111,대인관계,20
13,126.9473086,37.5535666,가정환경,23
9,126.9315773,37.54716014,성적,16
6,126.9394258,37.54670824,가정환경,22
15,126.9580154,37.55327854,가정환경,21
7,126.936161,37.55453562,진로 및 적성,20
11,126.9268837,37.5546018,경제적 어려움,18
9,126.9315773,37.54716014,진로 및 적성,21
3,126.9442751,37.54461185,신체적 정신적 건강,17
7,126.936161,37.55453562,가정환경,21
6,126.9394258,37.54670824,경제적 어려움,18
14,126.9498621,37.53887854,신체적 정신적 건강,16
6,126.9394258,37.54670824,경제적 어려움,22
15,126.9580154,37.55327854,신체적 정신적 건강,22
3,126.9442751,37.54461185,경제적 어려움,17
12,126.9202243,37.55854111,성적,18
8,126.9530815,37.54711001,성적,16
15,126.9580154,37.55327854,경제적 어려움,16
9,126.9315773,37.54716014,성적,18
15,126.9580154,37.55327854,진로 및 적성,18
4,126.9061061,37.56929705,경제적 어려움,18
14,126.9498621,37.53887854,진로 및 적성,19
12,126.9202243,37.55854111,대인관계,18
15,126.9580154,37.55327854,가정환경,23
13,126.9473086,37.5535666,경제적 어려움,21
9,126.9315773,37.54716014,성적,18
10,126.9111576,37.5553472,외모,17
6,126.9394258,37.54670824,신체적 정신적 건강,18
12,126.9202243,37.55854111,진로 및 적성,23
14,126.9498621,37.53887854,신체적 정신적 건강,23
13,126.9473086,37.5535666,대인관계,19
12,126.9202243,37.55854111,진로 및 적성,17
8,126.9530815,37.54711001,대인관계,21
8,126.9530815,37.54711001,성적,20
12,126.9202243,37.55854111,신체적 정신적 건강,22
12,126.9202243,37.55854111,경제적 어려움,18
2,126.8930697,37.57630816,가정환경,17
6,126.9394258,37.54670824,대인관계,16
12,126.9202243,37.55854111,외모,21
3,126.9442751,37.54461185,진로 및 적성,17
15,126.9580154,37.55327854,가정환경,16
4,126.9061061,37.56929705,진로 및 적성,21
10,126.9111576,37.5553472,진로 및 적성,23
16,126.9187402,37.55054485,경제적 어려움,19
10,126.9111576,37.5553472,성적,17
14,126.9498621,37.53887854,가정환경,16
4,126.9061061,37.56929705,성적,23
10,126.9111576,37.5553472,신체적 정신적 건강,21
3,126.9442751,37.54461185,경제적 어려움,20
14,126.9498621,37.53887854,진로 및 적성,22
9,126.9315773,37.54716014,진로 및 적성,19
10,126.9111576,37.5553472,경제적 어려움,20
1,126.8813867,37.58184281,외모,19
11,126.9268837,37.5546018,경제적 어려움,19
2,126.8930697,37.57630816,신체적 정신적 건강,22
4,126.9061061,37.56929705,대인관계,18
3,126.9442751,37.54461185,가정환경,21
8,126.9530815,37.54711001,외모,23
14,126.9498621,37.53887854,대인관계,21
9,126.9315773,37.54716014,대인관계,19
2,126.8930697,37.57630816,진로 및 적성,19
7,126.936161,37.55453562,외모,16
12,126.9202243,37.55854111,성적,17
15,126.9580154,37.55327854,대인관계,16
8,126.9530815,37.54711001,성적,23
6,126.9394258,37.54670824,진로 및 적성,21
4,126.9061061,37.56929705,경제적 어려움,23
11,126.9268837,37.5546018,신체적 정신적 건강,21
4,126.9061061,37.56929705,가정환경,17
10,126.9111576,37.5553472,성적,21
2,126.8930697,37.57630816,대인관계,16
8,126.9530815,37.54711001,신체적 정신적 건강,17
5,126.9030374,37.55839451,진로 및 적성,18
7,126.936161,37.55453562,외모,22
13,126.9473086,37.5535666,진로 및 적성,16
11,126.9268837,37.5546018,신체적 정신적 건강,18
